Axe_000;0,13;85,80;124,24
Axe_001;85,20;72,73;125,31
Axe_002;157,21;66,72;127,32
Axe_003;223,38;111,55;86,49
Axe_004;334,44;82,49;67,55
Axe_004_under;416,44;82,49;67,55
Axe_005;498,39;122,54;51,50
Axe_005_under;620,39;122,54;51,50
Axe_006;742,0;94,93;70,11
Axe_007;836,0;94,93;70,11
Axe_008;930,0;94,93;70,11
Axe_009;1024,16;119,77;53,27
Axe_010;0,110;77,87;81,17
Axe_011;77,93;105,104;70,0
Axe_012;182,93;119,104;70,0
Axe_013;301,93;77,104;101,0
Axe_014;378,93;55,104;120,0
Axe_015;433,93;79,104;115,0
Axe_016;512,93;79,104;117,0
Axe_017;591,93;79,104;119,0
Axe_018;670,93;45,104;144,0
Axe_019;715,94;46,103;143,1
Axe_020;761,119;67,78;130,26
Axe_021;828,123;67,74;128,30
Axe_022;895,136;85,61;124,43
Axe_023;980,140;85,57;124,47
Axe_024;1065,142;85,55;124,49
Axe_025;0,228;85,58;124,46
Axe_026;85,215;85,71;124,33
Axe_027;170,215;85,71;124,33
Axe_028;255,199;69,87;125,17
Axe_029;324,197;60,89;134,15
Axe_030;384,237;82,49;67,55
Axe_031;466,232;122,54;51,50
