Lance_000;0,13;39,40;128,64
Lance_047;39,17;38,36;129,68
Lance_048;77,17;42,36;128,68
Lance_049;119,17;41,36;129,68
Lance_050;160,17;43,36;128,68
Lance_051;203,18;43,35;128,69
Lance_052;246,16;73,37;94,67
Lance_053;319,16;40,37;127,67
Lance_054;359,16;38,37;127,67
Lance_055;397,19;39,34;127,70
Lance_056;436,21;38,32;127,72
Lance_057;474,18;43,35;128,69
Lance_058;517,17;43,36;128,68
Lance_059;560,17;41,36;129,68
Lance_060;601,14;49,39;115,65
Lance_061;650,7;50,46;116,58
Lance_062;700,7;51,46;115,58
Lance_063;751,7;44,46;122,58
Lance_064;795,17;38,36;128,68
Lance_065;833,15;40,38;126,66
Lance_066;873,4;32,49;134,55
Lance_067;905,0;32,53;134,51
