Lance_000;0,17;86,80;123,24
Lance_001;86,24;83,73;114,31
Lance_002;169,30;81,67;112,37
Lance_003;250,55;110,42;87,62
Lance_004;360,50;67,47;89,57
Lance_004_under;427,59;51,38;53,54
Lance_005;478,51;54,46;92,58
Lance_005_under;532,61;43,36;59,56
Lance_006;575,48;57,49;92,55
Lance_006_under;632,61;34,36;67,56
Lance_007;666,43;77,54;96,50
Lance_007_under;743,56;51,41;51,50
Lance_008;794,0;94,97;70,7
Lance_009;888,4;95,93;70,11
Lance_010;983,4;97,93;70,11
Lance_011;1080,12;119,85;53,19
Lance_012;0,106;80,95;81,9
Lance_013;80,97;105,104;70,0
Lance_014;185,97;119,104;70,0
Lance_015;304,97;80,104;101,0
Lance_016;384,97;63,104;120,0
Lance_017;447,97;84,104;115,0
Lance_018;531,97;84,104;118,0
Lance_019;615,97;84,104;119,0
Lance_020;699,97;45,104;144,0
Lance_021;744,98;46,103;143,1
Lance_022;790,123;80,78;117,26
Lance_023;870,127;80,74;115,30
Lance_024;950,138;88,63;121,41
Lance_025;1038,145;91,56;118,48
Lance_026;0,239;85,55;124,49
Lance_027;85,236;85,58;124,46
Lance_028;170,223;85,71;124,33
Lance_029;255,223;85,71;124,33
Lance_033;340,207;73,87;125,17
Lance_034;413,201;68,93;134,11
Lance_035;481,244;103,50;53,54
Lance_036;584,246;87,48;59,56
Lance_037;671,245;82,49;67,55
Lance_038;753,240;122,54;51,50
