Sword_000;0,16;27,36;137,68
Sword_001;27,16;27,36;137,68
Sword_002;54,16;27,36;137,68
Sword_003;81,15;27,37;137,67
Sword_004;108,16;31,36;133,68
Sword_005;139,4;61,48;122,56
Sword_006;200,5;61,47;122,57
Sword_007;261,0;61,52;122,52
Sword_008;322,0;61,52;122,52
Sword_009;383,0;61,52;122,52
Sword_010;444,0;60,52;123,52
Sword_011;504,0;58,52;125,52
Sword_012;562,0;56,52;127,52
Sword_013;618,0;55,52;128,52
Sword_014;673,0;54,52;129,52
Sword_015;727,0;55,52;128,52
Sword_016;782,1;95,51;82,53
Sword_017;877,18;86,34;82,70
Sword_017_under;963,42;21,10;72,76
Sword_018;984,18;48,34;90,70
Sword_018_under;1032,42;21,10;72,76
Sword_019;1053,17;45,35;90,69
Sword_019_under;1098,42;21,10;72,76
Sword_020;1119,16;43,36;90,68
Sword_020_under;1162,42;21,10;72,76
Sword_021;0,120;42,36;90,68
Sword_021_under;42,146;21,10;72,76
Sword_022;63,121;40,35;90,69
Sword_022_under;103,146;21,10;72,76
Sword_023;124,123;40,33;90,71
Sword_023_under;164,146;21,10;72,76
Sword_024;185,125;32,31;90,73
Sword_024_under;217,146;21,10;72,76
Sword_025;238,126;33,30;90,74
Sword_025_under;271,146;21,10;72,76
Sword_026;292,90;42,66;83,42
Sword_027;334,85;39,71;88,33
Sword_028;373,72;37,84;93,20
Sword_029;410,68;37,88;96,16
Sword_030;447,62;37,94;100,10
Sword_031;484,56;37,100;104,4
Sword_032;521,52;37,104;107,0
Sword_033;558,52;36,104;110,0
Sword_034;594,52;35,104;113,0
Sword_035;629,52;31,104;119,0
Sword_036;660,52;31,104;121,0
Sword_037;691,52;28,104;122,0
Sword_038;719,52;43,104;124,0
Sword_039;762,64;31,92;125,12
Sword_040;793,65;29,91;126,13
Sword_041;822,66;29,90;127,14
Sword_042;851,67;29,89;128,15
Sword_043;880,69;29,87;129,17
Sword_044;909,71;30,85;128,19
Sword_045;939,69;22,87;128,17
Sword_046;961,73;21,83;128,21
Sword_047;982,74;24,82;126,22
Sword_048;1006,75;24,81;126,23
Sword_049;1030,71;23,85;128,19
Sword_050;1053,72;23,84;128,20
Sword_051;1076,79;21,77;130,27
Sword_052;1097,80;21,76;130,28
Sword_053;1118,82;32,74;127,30
Sword_054;1150,83;32,73;128,31
Sword_055;0,156;35,76;129,28
Sword_056;35,161;38,71;124,33
Sword_057;73,162;35,70;128,34
Sword_058;108,167;40,65;135,39
Sword_059;148,170;34,62;139,42
Sword_060;182,175;34,57;140,47
Sword_061;216,186;25,46;139,58
Sword_062;241,205;26,27;138,77
Sword_063;267,205;28,27;136,77
Sword_064;295,202;30,30;134,77
