Lance_000;0,43;55,47;116,57
Lance_001;55,44;57,46;114,58
Lance_002;112,31;67,59;120,45
Lance_003;179,32;64,58;113,47
Lance_004;243,36;65,54;91,50
Lance_005;308,32;50,58;96,46
Lance_005_under;358,77;25,13;71,73
Lance_006;383,32;38,58;91,50
Lance_007;421,20;60,70;91,38
Lance_008;481,20;60,70;91,39
Lance_009;541,26;56,64;81,48
Lance_010;597,12;47,78;81,34
Lance_011;644,0;75,90;88,16
Lance_012;719,1;75,89;90,16
Lance_013;794,11;75,79;91,26
Lance_014;869,11;75,79;93,26
Lance_015;944,11;75,79;95,26
Lance_016;1019,26;81,64;96,42
Lance_017;1100,26;72,64;110,43
Lance_018;0,100;72,59;114,49
Lance_019;72,113;62,46;120,58
Lance_020;134,112;40,47;135,59
Lance_021;174,110;33,49;141,57
Lance_022;207,111;40,48;146,57
Lance_023;247,112;60,47;132,56
Lance_024;307,111;68,48;124,57
Lance_025;375,111;71,48;115,58
Lance_026;446,100;64,59;130,45
Lance_027;510,93;64,66;130,38
Lance_028;574,108;72,51;130,53
Lance_029;646,93;67,66;127,38
Lance_030;713,92;65,67;129,37
Lance_031;778,92;68,67;126,37
Lance_032;846,92;65,67;129,37
Lance_033;911,92;67,67;127,37
Lance_034;978,90;68,69;126,35
Lance_035;1046,111;74,48;134,58
Lance_036;1120,111;74,48;132,58
Lance_037;0,160;73,48;134,56
Lance_038;73,161;75,47;134,57
Lance_039;148,159;74,49;135,55
Lance_053;222,160;55,48;116,56
Lance_054;277,160;55,48;122,56
