Axe_000;0,27;57,36;114,68
Axe_001;57,12;64,51;117,65
Axe_002;121,19;34,44;146,77
Axe_003;155,19;35,44;146,77
Axe_004;190,21;35,42;146,77
Axe_005;225,0;72,63;120,47
Axe_007;297,25;60,38;74,0
Axe_008;357,22;30,41;90,5
Axe_009;387,32;40,31;90,16
Axe_010;427,33;41,30;90,20
Axe_011;468,23;31,40;93,16
Axe_012;499,1;44,62;80,42
Axe_013;543,28;50,35;74,78
Axe_014;593,27;49,36;75,79
Axe_015;642,28;45,35;79,81
Axe_016;687,28;30,35;96,72
Axe_017;717,7;52,56;84,49
Axe_018;769,25;52,38;85,44
Axe_019;821,27;50,36;86,34
Axe_020;871,15;49,48;97,21
Axe_021;920,11;43,52;109,17
Axe_022;963,11;37,52;118,18
Axe_023;1000,14;36,49;126,22
Axe_024;1036,14;47,49;129,39
Axe_025;1083,20;52,43;127,61
Axe_026;1135,28;41,35;119,74
Axe_027;0,91;47,35;112,70
Axe_028;47,90;48,36;112,69
Axe_029;95,89;49,37;112,67
Axe_030;144,90;50,36;112,68
Axe_031;194,89;50,37;112,68
Axe_032;244,90;50,36;112,69
Axe_033;294,91;49,35;112,70
Axe_034;343,90;54,36;111,68
Axe_035;397,90;56,36;115,68
Axe_036;453,90;56,36;115,68
Axe_037;509,87;44,39;142,65
Axe_038;553,86;40,40;132,64
Axe_039;593,90;72,36;107,68
Axe_040;665,90;64,36;111,68
Axe_041;729,90;112,36;87,68
Axe_042;841,82;83,44;122,77
Axe_043;924,63;72,63;120,47
Axe_044;996,122;1,4;239,86
Axe_045;997,98;57,28;183,74
Axe_046;1054,98;75,28;120,74
Axe_047;1129,91;50,35;75,78
Axe_048;0,202;54,50;87,55
Axe_049;54,201;45,51;101,54
Axe_050;99,201;45,51;100,54
Axe_051;144,201;53,51;93,54
Axe_052;197,210;54,42;105,63
Axe_053;251,211;55,41;104,64
Axe_054;306,190;44,62;82,42
Axe_055;350,216;73,36;93,69
Axe_056;423,216;74,36;94,69
Axe_057;497,216;74,36;95,69
Axe_058;571,196;52,56;86,60
Axe_059;623,126;128,126;48,26
Axe_060;751,169;216,83;24,9
Axe_061;967,132;183,120;27,33
Axe_062;0,278;129,51;57,54
Axe_063;129,256;88,73;59,46
Axe_064;217,278;133,51;55,54
Axe_065;350,254;90,75;58,45
Axe_066;440,278;135,51;54,54
Axe_067;575,252;92,77;57,44
Axe_068;667,293;74,36;115,68
Axe_069;741,295;73,34;116,70
Axe_070;814,295;67,34;122,70
Axe_071;881,296;67,33;122,71
Axe_072;948,296;67,33;122,71
Axe_073;1015,293;62,36;117,68
Axe_074;1077,289;40,40;133,64
