Magic_000;0,4;25,31;136,73
Magic_001;25,4;29,31;133,73
Magic_002;54,5;28,30;135,74
Magic_003;82,5;28,30;143,74
Magic_004;110,4;25,31;144,73
Magic_005;135,2;24,33;149,70
Magic_006;159,0;29,35;152,67
Magic_007;188,0;35,35;151,67
Magic_008;223,2;34,33;151,69
Magic_009;257,7;38,28;159,74
Magic_010;295,7;40,28;157,74
Magic_011;335,0;39,35;157,67
Magic_012;374,6;40,29;157,73
Magic_013;414,7;39,28;157,74
Magic_014;453,7;39,28;157,74
Magic_015;492,7;39,28;157,74
Magic_016;531,5;39,30;157,72
Magic_017;570,8;37,27;157,75
Magic_018;607,8;32,27;157,75
Magic_019;639,8;27,27;157,75
Magic_020;666,7;23,28;157,74
Magic_021;689,5;22,30;154,74
Magic_022;711,5;25,30;149,74
Magic_023;736,7;30,28;142,76
Magic_024;766,6;29,29;137,75
Magic_025;795,8;32,27;137,78
Magic_026;827,10;34,25;139,80
Magic_027;861,12;26,23;143,82
Magic_028;887,6;28,29;138,75
Magic_029;915,3;28,32;134,72
Magic_030;943,4;28,31;134,73
Magic_031;971,4;27,31;135,73
Magic_032;998,4;27,31;135,73
Magic_033;1025,4;28,31;134,73
Magic_034;1053,4;29,31;133,73
Magic_035;1082,4;28,31;136,73
Magic_036;1110,6;26,29;145,75
