Axe_000;0,21;43,60;128,44
Axe_001;43,22;43,59;128,45
Axe_002;86,15;52,66;135,38
Axe_003;138,23;64,58;113,47
Axe_004;202,14;75,67;81,37
Axe_005;277,23;59,58;87,46
Axe_005_under;336,70;4,11;83,66
Axe_006;340,26;45,55;79,53
Axe_007;385,27;44,54;91,54
Axe_008;429,26;44,55;91,54
Axe_009;473,20;52,61;81,51
Axe_010;525,6;47,75;81,37
Axe_011;572,0;75,81;88,25
Axe_012;647,1;75,80;90,25
Axe_013;722,5;75,76;91,29
Axe_014;797,5;75,76;93,29
Axe_015;872,5;75,76;95,29
Axe_016;947,17;76,64;96,42
Axe_017;1023,17;58,64;110,43
Axe_018;1081,22;58,59;114,49
Axe_019;1139,35;56,46;120,58
Axe_020;0,104;39,47;135,59
Axe_021;39,102;32,49;141,57
Axe_022;71,103;32,48;146,57
Axe_023;103,104;48,47;144,56
Axe_024;151,96;63,55;129,50
Axe_025;214,90;59,61;127,45
Axe_026;273,100;64,51;130,53
Axe_027;337,100;64,51;130,53
Axe_028;401,100;70,51;127,53
Axe_029;471,82;65,69;129,35
Axe_030;536,83;65,68;129,36
Axe_031;601,83;68,68;126,36
Axe_032;669,83;65,68;129,36
Axe_033;734,83;67,68;127,36
Axe_034;801,81;68,70;126,34
Axe_035;869,103;74,48;134,58
Axe_036;943,103;74,48;132,58
Axe_037;1017,103;73,48;134,56
Axe_038;1090,102;75,49;134,55
Axe_039;0,154;74,49;135,55
Axe_040;74,151;40,52;131,52
Axe_041;114,155;38,48;136,56
