Sword_000;0,19;37,35;139,72
Sword_001;37,21;46,33;139,72
Sword_002;83,20;48,34;139,71
Sword_003;131,15;38,39;139,66
Sword_004;169,21;35,33;133,72
Sword_005;204,20;28,34;139,71
Sword_006;232,14;41,40;130,64
Sword_007;273,14;42,40;128,64
Sword_008;315,18;47,36;139,68
Sword_009;362,20;68,34;115,70
Sword_010;430,11;38,43;105,61
Sword_011;468,0;38,54;103,50
Sword_012;506,18;39,36;81,69
Sword_013;545,22;33,32;87,73
Sword_013_under;578,46;10,8;77,79
Sword_014;588,22;32,32;87,73
Sword_015;620,23;26,31;100,74
Sword_016;646,25;47,29;100,77
Sword_017;693,26;48,28;98,78
Sword_018;741,26;46,28;98,78
Sword_019;787,19;32,35;104,70
Sword_020;819,5;24,49;119,54
Sword_021;843,5;24,49;120,54
Sword_022;867,5;24,49;122,54
Sword_023;891,6;24,48;123,55
Sword_024;915,7;24,47;124,56
Sword_025;939,8;24,46;125,57
Sword_026;963,10;24,44;128,59
Sword_027;987,21;40,33;129,72
Sword_028;1027,15;39,39;138,68
Sword_029;1066,18;39,36;138,71
Sword_030;1105,19;39,35;138,72
Sword_031;1144,21;45,33;138,72
Sword_032;0,85;41,41;132,69
Sword_033;41,79;35,47;137,63
Sword_034;76,83;51,43;126,61
Sword_035;127,86;55,40;127,64
Sword_036;182,78;38,48;138,56
Sword_037;220,69;30,57;144,47
Sword_038;250,69;30,57;144,47
Sword_039;280,69;30,57;144,47
Sword_040;310,70;30,56;144,48
Sword_041;340,92;34,34;144,72
Sword_042;374,100;35,26;136,79
Sword_043;409,94;47,32;131,77
Sword_044;456,94;31,32;149,73
Sword_045;487,77;53,49;140,68
Sword_046;540,71;63,55;132,60
Sword_047;603,85;39,41;141,64
Sword_048;642,64;137,62;88,60
Sword_048_under;779,109;13,17;79,63
Sword_049;792,54;59,72;53,33
Sword_049_under;851,111;16,15;79,66
Sword_051;867,64;137,62;88,36
Sword_051_under;1004,109;13,17;79,78
Sword_052;1017,67;57,59;57,77
Sword_052_under;1074,104;13,22;89,62
Sword_053;1087,104;110,22;88,77
Sword_053_under;0,172;21,6;70,77
Sword_054;21,145;88,33;25,64
Sword_054_under;109,172;24,6;66,75
Sword_055;133,134;59,44;21,55
Sword_056;192,126;34,52;107,52
Sword_060;226,146;31,32;142,72
Sword_061;257,146;31,32;148,71
