Sword_000;0,6;47,34;116,70
Sword_001;47,8;45,32;120,72
Sword_002;92,6;44,34;121,70
Sword_003;136,6;44,34;121,70
Sword_004;180,6;46,34;121,70
Sword_005;226,8;70,32;92,72
Sword_005_under;296,36;6,4;87,74
Sword_006;302,8;50,32;93,72
Sword_006_under;352,35;13,5;80,74
Sword_007;365,0;48,40;93,64
Sword_007_under;413,35;13,5;80,74
Sword_008;426,6;48,34;93,70
Sword_008_under;474,35;13,5;80,74
Sword_009;487,11;48,29;93,75
Sword_009_under;535,35;13,5;80,74
Sword_010;548,11;47,29;93,75
Sword_010_under;595,35;13,5;80,74
Sword_011;608,11;46,29;93,75
Sword_011_under;654,35;13,5;80,74
Sword_012;667,11;46,29;93,75
Sword_012_under;713,35;13,5;80,74
Sword_013;726,6;62,34;83,70
Sword_014;788,8;49,32;105,72
Sword_015;837,11;47,29;105,75
Sword_016;884,11;47,29;105,75
Sword_017;931,5;43,35;112,69
Sword_018;974,4;39,36;112,68
Sword_019;1013,2;43,38;109,66
Sword_020;1056,0;40,40;125,64
Sword_021;1096,0;49,40;124,64
Sword_022;1145,0;49,40;124,64
Sword_023;0,64;48,40;122,64
Sword_024;48,65;48,39;122,65
Sword_025;96,66;48,38;122,66
Sword_026;144,64;54,40;115,64
Sword_027;198,73;56,31;115,73
Sword_028;254,73;56,31;115,73
Sword_029;310,73;52,31;115,73
Sword_030;362,72;51,32;115,72
Sword_031;413,70;52,34;119,70
Sword_032;465,70;40,34;131,70
Sword_033;505,70;36,34;135,70
Sword_034;541,70;36,34;135,70
Sword_035;577,70;36,34;135,70
Sword_036;613,70;36,34;135,70
Sword_037;649,70;36,34;135,70
Sword_038;685,41;40,63;150,41
Sword_039;725,40;32,64;148,40
Sword_040;757,69;53,35;148,69
Sword_041;810,47;53,57;148,47
Sword_042;863,58;48,46;139,58
Sword_043;911,70;55,34;135,70
Sword_044;966,70;54,34;135,70
Sword_045;1020,70;50,34;135,70
Sword_046;1070,70;42,34;142,70
Sword_047;1112,70;42,34;142,70
Sword_048;1154,70;44,34;142,70
Sword_049;0,110;94,34;97,70
Sword_057;94,109;46,35;121,71
Sword_058;140,112;34,32;133,74
Sword_059;174,112;75,32;87,72
Sword_060;249,112;63,32;80,72
Sword_061;312,104;61,40;80,64
Sword_062;373,110;61,34;80,70
Sword_063;434,114;61,30;80,74
Sword_064;495,114;60,30;80,74
Sword_065;555,114;59,30;80,74
Sword_066;614,114;59,30;80,74
