Sword_000;0,18;45,48;133,56
Sword_001;45,18;44,48;134,56
Sword_002;89,3;42,63;135,41
Sword_003;131,0;41,66;135,38
Sword_004;172,0;42,66;134,38
Sword_005;214,5;58,61;135,43
Sword_006;272,11;62,55;136,49
Sword_007;334,11;62,55;136,49
Sword_008;396,16;64,50;135,54
Sword_009;460,12;71,54;115,49
Sword_010;531,0;94,66;89,37
Sword_011;625,0;64,66;96,37
Sword_011_under;689,58;11,8;89,70
Sword_012;700,1;64,65;96,38
Sword_012_under;764,59;12,7;88,70
Sword_013;776,5;44,61;106,42
Sword_014;820,5;37,61;104,42
Sword_015;857,9;48,57;103,46
Sword_016;905,9;57,57;94,46
Sword_017;962,10;54,56;99,47
Sword_018;1016,13;51,53;103,50
Sword_019;1067,9;64,57;101,46
Sword_020;1131,9;64,57;105,46
Sword_021;0,76;59,60;124,44
Sword_022;59,82;48,54;138,50
Sword_023;107,89;35,47;140,57
Sword_024;142,89;35,47;140,57
Sword_025;177,89;38,47;140,57
Sword_026;215,89;40,47;137,57
Sword_027;255,88;42,48;135,56
Sword_028;297,74;65,62;136,42
Sword_029;362,88;58,48;136,56
Sword_030;420,69;45,67;136,37
Sword_031;465,66;62,70;136,34
Sword_032;527,84;63,52;136,52
Sword_039;590,88;42,48;135,56
Sword_040;632,87;40,49;137,55
Sword_041;672,87;48,49;136,55
