Lance_000;0,40;60,38;116,66
Lance_001;60,40;62,38;121,66
Lance_002;122,37;61,41;118,63
Lance_003;183,37;61,41;115,63
Lance_004;244,38;61,40;115,64
Lance_005;305,38;61,40;113,64
Lance_006;366,37;61,41;104,64
Lance_007;427,37;64,41;92,63
Lance_007_under;491,70;32,8;60,80
Lance_008;523,38;66,40;92,64
Lance_008_under;589,70;32,8;60,80
Lance_009;621,38;66,40;92,64
Lance_009_under;687,70;32,8;60,80
Lance_010;719,39;66,39;92,65
Lance_010_under;785,70;32,8;60,80
Lance_011;817,40;64,38;96,66
Lance_012;881,40;62,38;100,66
Lance_013;943,40;62,38;99,66
Lance_014;1005,40;61,38;102,66
Lance_015;1066,14;51,64;119,40
Lance_016;1117,0;52,78;133,27
Lance_017;0,78;65,70;120,35
Lance_018;65,80;64,68;121,37
Lance_019;129,88;53,60;132,45
Lance_020;182,90;64,58;106,46
Lance_021;246,107;50,41;119,63
Lance_022;296,111;60,37;116,67
Lance_030;356,108;56,40;118,60
Lance_031;412,109;60,39;112,61
Lance_032;472,107;80,41;76,63
Lance_033;552,108;81,40;77,64
Lance_034;633,108;81,40;77,64
Lance_035;714,109;81,39;77,65
