Axe_000;0,26;44,47;127,57
Axe_001;44,9;58,64;113,40
Axe_002;102,2;46,71;103,33
Axe_003;148,26;56,47;78,57
Axe_003_under;204,70;10,3;79,84
Axe_004;214,0;60,73;106,31
Axe_005;274,25;62,48;105,56
Axe_006;336,27;57,46;126,57
Axe_007;393,24;55,49;137,55
Axe_008;448,24;55,49;137,55
Axe_009;503,26;58,47;126,59
Axe_010;561,26;46,47;123,57
Axe_011;607,26;47,47;122,57
Axe_012;654,26;45,47;124,57
Axe_013;699,26;43,47;122,57
Axe_014;742,28;41,45;123,59
Axe_015;783,26;40,47;126,57
Axe_016;823,28;41,45;128,59
Axe_017;864,25;44,48;127,56
Axe_018;908,18;44,55;127,49
Axe_019;952,10;44,63;127,41
Axe_020;996,13;59,60;127,44
Axe_021;1055,21;63,52;127,52
Axe_022;1118,25;44,48;127,56
Axe_030;0,74;52,48;135,56
Axe_031;52,73;49,49;142,55
Axe_032;101,75;56,47;78,57
