Bow_000;0,21;44,52;128,53
Bow_001;44,21;45,52;130,53
Bow_002;89,21;44,52;131,53
Bow_003;133,21;38,52;139,53
Bow_004;171,22;44,51;139,53
Bow_005;215,23;46,50;138,54
Bow_006;261,22;45,51;139,54
Bow_007;306,22;45,51;139,54
Bow_008;351,22;39,51;144,54
Bow_009;390,10;41,63;142,42
Bow_010;431,12;45,61;138,44
Bow_011;476,12;45,61;138,44
Bow_012;521,20;41,53;142,52
Bow_013;562,22;43,51;140,54
Bow_014;605,18;44,55;139,50
Bow_015;649,17;39,56;144,49
Bow_016;688,17;39,56;144,49
Bow_017;727,15;41,58;143,47
Bow_018;768,10;37,63;146,42
Bow_019;805,12;39,61;144,44
Bow_020;844,0;33,73;150,32
Bow_021;877,11;43,62;140,43
Bow_022;920,21;44,52;139,53
Bow_023;964,21;44,52;139,53
Bow_024;1008,21;43,52;140,53
Bow_025;1051,21;35,52;146,53
Bow_026;1086,23;32,50;146,54
Bow_027;1118,18;39,55;137,49
Bow_028;1157,17;39,56;136,48
Bow_029;0,91;44,54;134,50
Bow_030;44,93;40,52;135,53
Bow_031;84,93;44,52;128,53
Bow_032;128,93;44,52;128,53
Bow_033;172,93;45,52;132,53
Bow_034;217,94;48,51;135,53
Bow_035;265,94;47,51;137,53
Bow_036;312,93;46,52;138,53
Bow_037;358,93;44,52;139,53
Bow_038;402,93;44,52;139,53
Bow_039;446,93;44,52;139,53
Bow_040;490,93;44,52;139,53
Bow_041;534,89;41,56;142,49
Bow_042;575,88;41,57;142,48
Bow_043;616,80;42,65;142,40
Bow_044;658,73;41,72;142,33
Bow_045;699,81;41,64;142,41
Bow_046;740,89;41,56;142,49
Bow_047;781,83;41,62;142,43
Bow_048;822,75;41,70;142,35
Bow_049;863,82;41,63;142,42
Bow_050;904,91;41,54;142,51
Bow_051;945,93;41,52;142,53
Bow_052;986,86;41,59;142,46
Bow_053;1027,88;44,57;139,48
Bow_054;1071,93;42,52;141,53
Bow_055;1113,97;45,48;125,55
Bow_056;0,145;46,50;121,53
