Axe_000;0,21;45,49;133,55
Axe_001;45,21;45,49;134,55
Axe_002;90,21;45,49;136,55
Axe_003;135,22;41,48;142,56
Axe_004;176,22;40,48;142,56
Axe_005;216,21;44,49;149,55
Axe_006;260,21;45,49;150,55
Axe_007;305,21;46,49;149,55
Axe_008;351,21;46,49;148,55
Axe_009;397,21;46,49;148,55
Axe_010;443,21;46,49;148,55
Axe_011;489,21;46,49;148,55
Axe_012;535,24;50,46;138,58
Axe_013;585,20;62,50;125,54
Axe_014;647,0;70,70;109,34
Axe_015;717,2;67,68;109,36
Axe_016;784,13;63,57;106,47
Axe_017;847,21;69,49;85,55
Axe_017_under;916,65;13,5;85,74
Axe_018;929,23;58,47;85,57
Axe_018_under;987,65;13,5;85,74
Axe_019;1000,23;57,47;85,57
Axe_019_under;1057,65;13,5;85,74
Axe_020;1070,23;56,47;85,57
Axe_020_under;1126,65;13,5;85,74
Axe_021;0,103;62,47;80,57
Axe_022;62,95;51,55;96,49
Axe_023;113,83;76,67;99,37
Axe_024;189,99;56,51;113,53
Axe_025;245,99;47,51;125,53
Axe_026;292,103;40,47;137,57
Axe_027;332,101;41,49;135,55
Axe_028;373,89;43,61;153,43
Axe_029;416,70;46,80;155,24
Axe_030;462,70;49,80;155,24
Axe_031;511,70;49,80;155,24
Axe_032;560,76;49,74;155,30
Axe_033;609,101;44,49;134,55
Axe_034;653,100;40,50;137,54
Axe_035;693,100;46,50;136,54
Axe_036;739,101;69,49;85,55
Axe_037;808,103;58,47;85,57
Axe_038;866,103;57,47;85,57
Axe_039;923,103;56,47;85,57
